CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Aetna (Plan: All),Payer Negotiated Charge: Aetna Better Health of IL Illinicare (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL MCD Rep (Plan: All),Payer Negotiated Charge: Cigna PPO (Plan: All),Payer Negotiated Charge: Health Alliance Medical Plans (Plan: All),Payer Negotiated Charge: Healthlink Inc. HMO (Plan: All),Payer Negotiated Charge: Healthlink PPO (Plan: All),Payer Negotiated Charge: IlliniCare MCD Rep DOS prior to 120120 (Plan: All),Payer Negotiated Charge: Medicaid Illinois (Plan: All),Payer Negotiated Charge: Medicare A IL J6 (Plan: All),Payer Negotiated Charge: Medicare B IL J6 (Plan: All),Payer Negotiated Charge: Meridian Health Plan of IL (Plan: All),Payer Negotiated Charge: Molina Healthcare of IL MCD Rep (Plan: All),Payer Negotiated Charge: Multiplan Inc. for American Family (Plan: All),Payer Negotiated Charge: United Healthcare (Plan: All)
831468,,1810,,,,,HP ANS SGY LOWER ARM,22,22,,,,,,,,,,,,,,,,,,
831576,,99100,,,,,HP ANESTHESIA FOR PT OF EXTREME AGE,121.75,121.75,,,,,,,,,,,,,,,,,,
831577,,99140,,,,,HP ANESTHESIA COMP BY ER COND,121.75,121.75,,,,,,,,,,,,,,,,,,
831580,,1480,,,,,HP ANS OPEN ON BONES LEG/ANKLE/FOOT,22,22,,,,,,,,,,,,,,,,,,
831585,,93227,,,,,HP EKG MONITORING TO 48 HRS INTERP,183.75,183.75,26.57,26.57,,,,,,,,,,,,26.57,,,,
831587,,99224,,,,,HP SUBSEQUENT OBS CARE PROBLEM FOCUSED,94,94,33.94,33.94,,,,,,,,,,,,33.94,,,,
831588,,99225,,,,,HP SUBSEQUENT OBS CARE EXP PROB FOCUSED,135,135,,,,,,,,,,,,,,,,,,
831589,,99226,,,,,HP SUBSEQUENT OBS CARE DETAILED,187,187,,,,,,,,,,,,,,,,,,
831800,,46255,,,,,HP REMOVE INT/EXT HEM 1 GROUP,1450,1450,,,,,,,,,,,,,,,,,,
832049,,94726,,,,,HP PLETHYSMOGRAPHY FOR LUNG VOLUMES,69.25,69.25,,,,,,,,,,,,,,,,,,
832052,,94729,,,,,HP DIFFUSING CAPACITY,75.75,75.75,,,,,,,,,,,,,,,,,,
832507,,49585,,,,,HP RPR HERNIA UMBIL REDUCIBLE >=5YR,1691,1691,,,,,,,,,,,,,,,,,,
832811,,90833,,,,,HP PSYCHOTHER 30MIN W PT AND EM SERVICE,199,199,0,0,,,,,,,,,,,,,0,,,
833306,,99309,,,,,HP NURSING FAC CARE SUBSEQ MOD - HI,170,170,77.24,77.24,,,,,,,,,,,,77.24,,,,
833342,,G0121,,,,,HP COLON CA SCRN NOT HI RSK IND,479.75,479.75,,,,,,,,,,,,,,,,,,
8334,636,J3480,,,,,POTASSIUM CHLORIDE IN NACL 40-0.9 MEQ/L-% IV SOLN [119702],30,30,1.91,1.91,,,,,,,,,,,1.91,,,,,
8335,250,,,,,,KCL IN DEXTROSE-NACL 40-5-0.9 MEQ/L-%-% IV SOLN [119722],31.8,31.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
833596,,49655,,,,,HP LAP SURG REPAIR INCISIONAL HERNIA COMP,3134,3134,,,,,,,,,,,,,,,,,,
834476,,99342,,,,,HP HOME VISIT NEW PATIENT LEVEL II,240,240,,,,,,,,,,,,,,,,,,
834508,,99343,,,,,HP HOME VISIT NEW PATIENT LEVEL III,387,387,0,0,,,,,,,,,,,,,0,,,
834509,,99344,,,,,HP HOME VISIT NEW PATIENT LEVEL IV,439,439,,,,,,,,,,,,,,,,,,
834663,,99347,,,,,HP HOME VISIT EST PT 15 MIN,165,165,,,,,,,,,,,,,,,,,,
834664,,99348,,,,,HP HOME VISIT EST PT 25 MIN,253,253,0,0,,,,,,,,,,,,,0,,,
834665,,99349,,,,,HP HOME VISIT EST PT 40  MIN,341,341,0,0,,,,,,,,,,,,,0,,,
834666,,99350,,,,,HP HOME VISIT EST PT 60 MIN,490,490,,,,,,,,,,,,,,,,,,
835445,,62320,,,,,HP INJ EPIDURAL CERVICAL THOR WO IMG,631.5,631.5,,,,,,,,,,,,,,,,,,
835574,,731,,,,,HP ANS UPPER GI ENDO NOS,22,22,,,,,,,,,,,,,,,,,,
835576,,811,,,,,HP ANS LOWER GI ENDO NOS,22,22,,,,,,,,,,,,,,,,,,
835577,,812,,,,,HP ANS LOWER GI ENDO SCREEN COLON,22,22,,,,,,,,,,,,,,,,,,
835578,,813,,,,,HP ANS UPPER AND LOWER GI ENDO,22,22,,,,,,,,,,,,,,,,,,
836068,,93244,,,,,HP EKG >48HRS TO 7 DAYS CONT INTERPRET,183.75,183.75,,,,,,,,,,,,,,,,,,
8379,250,,,,,,NICARDIPINE HCL 2.5 MG/ML IV SOLN [12370],99.6,99.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8410,636,J3480,,,,,POTASSIUM CHLORIDE 10 MEQ IN 100 ML SW PREMIX BAG [11074],30,30,1.91,1.91,,,,,,,,,,,1.91,,,,,
8425,250,,,,,,ATORVASTATIN CALCIUM 10 MG PO TABS [19176],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8427,250,,,,,,FLUCONAZOLE 150 MG PO TABS [13577],45.3,45.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8428-1,250,,,,,,TIZANIDINE HCL 4 MG PO TABS [14793],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8438-2,250,,,,,,CARVEDILOL 3.125 MG PO TABS [18551],6.9,6.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8440,250,,,,,,CARVEDILOL 12.5 MG PO TABS [15749],6.9,6.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8444,636,J0456,,,,,AZITHROMYCIN 500 MG IV SOLR [21063],31,31,0,6.39,0,,,,,,,,,,6.39,,,,,
8445,250,,,,,,NITROGLYCERIN IN DEX5W 100-5 MCG/ML-% IV SOLN [15858],68.3,68.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
84521-00026,,210ORA9999,,,,,SODIUM CHLORIDE 0.9 % IV SOLN (SSM SO) [7319],31,31,,,,,,,,,,,,,,,,,,
8463,636,J2185,,,,,MEROPENEM 1 G IV SOLR [17380],78,78,,,,,,,,,,,,,,,,,,
8471,250,,,,,,SEVOFLURANE IN SOLN [15119],530.6,530.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8472,636,J1650,,,,,ENOXAPARIN SODIUM 40 MG/0.4ML SC SOLN [121510],129,129,7.82,7.82,,,,,,,,,,,7.82,,,,,
8479,636,J3490.215,,,,,VALPROATE SODIUM 100 MG/ML IV SOLN [20887],31,31,,,,,,,,,,,,,,,,,,
8499,250,,,,,,PRAMIPEXOLE DIHYDROCHLORIDE 0.25 MG PO TABS [21290],10.9,10.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8504,636,J1956,,,,,LEVOFLOXACIN 250 MG IN 50 ML PREMIX BAG [124699],31,31,3.22,3.22,,,,,,,,,,,3.22,,,,,
8508,250,,,,,,TAMSULOSIN HCL 0.4 MG PO CAPS [119475],13.7,13.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8511,250,,,,,,VALSARTAN 80 MG PO TABS [31209],15.2,15.2,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8523,250,,,,,,QUETIAPINE FUMARATE 100 MG PO TABS [21824],21,21,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8524,250,,,,,,QUETIAPINE FUMARATE 25 MG PO TABS [21823],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8527,250,,,,,,VENLAFAXINE HCL ER 37.5 MG PO CP24 [27857],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8532,250,,,,,,NIACIN ER (ANTIHYPERLIPIDEMIC) 500 MG PO TBCR [27181],13.8,13.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8537,250,,,,,,RISPERIDONE 0.25 MG PO TABS [25519],11.7,11.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8542,636,J2020,,,,,LINEZOLID 600 MG IN 300 ML PREMIX [150531],187.2,187.2,,,,,,,,,,,,,,,,,,
8546,250,,,,,,DILTIAZEM HCL 5 MG/ML IV SOLN - SSM SO [901781],44.4,44.4,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8553,250,,,,,,LEVETIRACETAM 250 MG PO TABS [26816],8.5,8.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8569,250,,,,,,OXCARBAZEPINE 300 MG PO TABS [21061],9,9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8584,636,90715,,,,,TETANUS-DIPHTH-ACELL PERTUSSIS 5-2-15.5 LF-MCG/0.5 IM SUSP [41628],181.1,181.1,0,41.05,0,,,,,,,,,,41.05,,,,,
8599,250,,,,,,ETOMIDATE 2 MG/ML IV SOLN [20472],31,31,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8600,636,J2916,,,,,NA FERRIC GLUC CPLX IN SUCROSE 12.5 MG/ML IV SOLN [24932],124.1,124.1,,,,,,,,,,,,,,,,,,
8614,636,J7626,,,,,BUDESONIDE 0.5 MG/2ML IN SUSP [28775],36.3,36.3,,,,,,,,,,,,,,,,,,
8620,250,,,,,,ZONISAMIDE 100 MG PO CAPS [27780],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8645,250,,,,,,PANTOPRAZOLE SODIUM 40 MG PO TBEC [26225],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8663-1,250,,,,,,AZITHROMYCIN 250 MG PO TABS [20943],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8663-2,250,,,,,,AZITHROMYCIN 250 MG PO TABS [20943],25.3,25.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8665,250,,,,,,ZIPRASIDONE HCL 20 MG PO CAPS [29778],28.9,28.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8684,636,C9113,,,,,PANTOPRAZOLE SODIUM 40 MG IV SOLR [26226],31,31,8.06,8.06,,,,,,,,,,,8.06,,,,,
8691,250,,,,,,ALENDRONATE SODIUM 70 MG PO TABS [29048],66.6,66.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8695,636,J1756,,,,,IRON SUCROSE 20 MG/ML IV SOLN [29132],195,195,4.88,4.88,,,,,,,,,,,4.88,,,,,
8703,250,,,,,,METOPROLOL SUCCINATE 25 MG 24 HOUR EXTENDED RELEASE TABS [29858],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8706,250,,,,,,LIDOCAINE 5 % EX PTCH [28203],30.5,30.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8710,636,J3411,,,,,THIAMINE HCL 100 MG/ML IJ SOLN [7876],38.9,38.9,2.71,2.71,,,,,,,,,,,2.71,,,,,
8712,250,,,,,,TELMISARTAN 40 MG PO TABS [24335],17.9,17.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8713,250,,,,,,IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN [30510],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8736,636,J2997,,,,,ALTEPLASE 2 MG IJ SOLR [31310],597,597,52.8,52.8,,,,,,,,,,,52.8,,,,,
8756,636,J1650,,,,,ENOXAPARIN SODIUM 150 MG/ML SC SOLN [122222],484.5,484.5,7.82,7.82,,,,,,,,,,,7.82,,,,,
876818,,76818,,,,,HC FETAL BIOPHYSICAL PROFILE,342,342,,,,,,,,,,,,,,,,,,
8774,636,J1335,,,,,ERTAPENEM SODIUM 1 G IJ SOLR [125429],456.6,456.6,,,,,,,,,,,,,,,,,,
8777,250,,,,,,POLYETHYLENE GLYCOL 3350 17 G PO PACK [25424],9.1,9.1,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8786,250,,,,,,RACEPINEPHRINE HCL 2.25 % IN NEBU [131323],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8789,250,,,,,,IBUPROFEN 100 MG/5ML PO SUSP [10246],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8796,250,,,,,,VITAMIN B-12 500 MCG PO TABS [8657],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8811,250,,,,,,PAROXETINE HCL ER 12.5 MG PO TB24 [32631],18.2,18.2,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8827,636,J3486,,,,,ZIPRASIDONE MESYLATE 20 MG IM SOLR [33175],203.3,203.3,28.46,28.46,,,,,,,,,,,28.46,,,,,
8829,250,,,,,,ESCITALOPRAM OXALATE 10 MG PO TABS [33512],14.3,14.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8832,250,,,,,,MELOXICAM 7.5 MG PO TABS [20566],10.1,10.1,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8857,250,,,,,,HYDROCODONE-ACETAMINOPHEN  5-325 MG PO TABS [34505],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8869,250,,,,,,ACYCLOVIR 400 MG PO TABS [8971],12.2,12.2,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8870-1,250,,,,,,EZETIMIBE 10 MG PO TABS [34153],33.5,33.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8870-2,250,,,,,,EZETIMIBE 10 MG PO TABS [34153],36.8,36.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8881-570121,,210ORA999,,,,,NORMAL SALINE FLUSH 0.9 % IV SOLN [134841],31,31,,,,,,,,,,,,,,,,,,
8884,636,J1956,,,,,LEVOFLOXACIN 750 MG IN 150 ML PREMIX BAG [124701],31,31,3.22,3.22,,,,,,,,,,,3.22,,,,,
8890-1052-60,,8890-1052-60,,,,,MEGESTROL ACETATE 40 MG/ML PO SUSP [10521],116.5,116.5,,,,,,,,,,,,,,,,,,
8890-1144-60,,8890-1144-60,,,,,SUCRALFATE 1 GM/10ML PO SUSP [11441],110.2,110.2,,,,,,,,,,,,,,,,,,
8890-1356-60,,8890-1356-60,,,,,CARBAMAZEPINE 100 MG/5ML PO SUSP [1356],38.5,38.5,,,,,,,,,,,,,,,,,,
8890-1481-60,,8890-1481-60,,,,,CENTRUM PO LIQD [1481],6.5,6.5,,,,,,,,,,,,,,,,,,
8890-1551-60,,8890-1551-60,,,,,VALPROATE SODIUM 250 MG/5ML PO SOLN [155154],30.1,30.1,,,,,,,,,,,,,,,,,,
8890-2256-60,,8890-2256-60,,,,,SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP [22560],88.8,88.8,,,,,,,,,,,,,,,,,,
8890-3069-60,,8890-3069-60,,,,,FERROUS SULFATE 220 (44 FE) MG/5ML PO ELIX [3069],6,6,,,,,,,,,,,,,,,,,,
8890-3696-60,,8890-3696-60,,,,,DOCUSATE SODIUM 50 MG/5ML PO LIQD [36962],7.5,7.5,,,,,,,,,,,,,,,,,,
8890-5086-60,,8890-5086-60,,,,,MINERAL OIL PO OIL [5086],6,6,,,,,,,,,,,,,,,,,,
8890-5751-60,,8890-5751-60,,,,,NYSTATIN 100000 UNIT/ML MT SUSP [5751],18.8,18.8,,,,,,,,,,,,,,,,,,
8890-6255-60,,8890-6255-60,,,,,PHENYTOIN 125 MG/5ML PO SUSP [6255],30.5,30.5,,,,,,,,,,,,,,,,,,
8890-6627-60,,8890-6627-60,,,,,PROMETHAZINE-CODEINE 6.25-10 MG/5ML PO SYRP [6627],19,19,,,,,,,,,,,,,,,,,,
8890-7699-60,,8890-7699-60,,,,,GUAIFENESIN 100 MG/5ML PO SOLN [76993],6,6,,,,,,,,,,,,,,,,,,
8890-9302-60,,J7510,,,,,PREDNISOLONE SODIUM PHOSPHATE 15 MG/5ML PO SOLN [29302],60.9,60.9,,,,,,,,,,,,,,,,,,
8891,636,J0153,,,,,ADENOSINE 3 MG/ML IV SOLN - SSM SO [901774],101.4,101.4,0,1.82,,,,,,,,,,0,1.69,,,,,1.82
8908,636,J3475,,,,,MAGNESIUM SULFATE IN D5W 1-5 GM/100ML-% IV SOLN [155158],30,30,3.9,3.9,3.9,,,,,,,,,,3.9,,,,,3.9
8933,636,J3480,,,,,POTASSIUM CHLORIDE IN NACL 20-0.45 MEQ/L-% IV SOLN [36046],30,30,1.91,1.91,,,,,,,,,,,1.91,,,,,
8934,250,,,,,,MECLIZINE HCL 25 MG PO CHEW [4822],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8959,250,,,,,,ARIPIPRAZOLE 5 MG PO TABS [36438],104.3,104.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
8984,250,,,,,,DUTASTERIDE 0.5 MG PO CAPS [34089],25.8,25.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90018,250,,,,,,LIDOCAINE VISCOUS HCL 2 % MT SOLN [27898],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90022,636,J2430,,,,,PAMIDRONATE DISODIUM 90 MG/10ML IV SOLN [32855],364.9,364.9,,,,,,,,,,,,,,,,,,
90027,636,J1250,,,,,DOBUTAMINE 250 MG IN 250 ML PREMIX [18314],74.8,74.8,,,,,,,,,,,,,,,,,,
9004,636,J0878,,,,,DAPTOMYCIN 500 MG IV SOLR [36989],489.7,489.7,,,,,,,,,,,,,,,,,,
90061,636,Q9963,,,,,DIATRIZOATE MEGLUMINE - SODIUM 66-10 % PO SOLN [9828],80.5,80.5,0.88,0.88,,,,,,,,,,,0.88,,,,,
90104,636,J1170,,,,,HYDROMORPHONE HCL 2 MG/ML IJ SOLN [3758],31,31,0,7.84,,,,,,,,,,0,7.84,,,,,
90141-1,250,,,,,,NYSTATIN 100000 UNIT/GM EX POWD [39136],89.3,89.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90141-2,250,,,,,,NYSTATIN 100000 UNIT/GM EX POWD [39136],121.8,121.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9016,250,,,,,,ROSUVASTATIN CALCIUM 10 MG PO TABS [35134],29.1,29.1,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9018,250,,,,,,MEMANTINE HCL 10 MG PO TABS [36966],19.9,19.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90184,636,90686,,,,,INFLUENZA FLUARIX QUADRIVALENT 0.5 ML IM SUSY [146323],67,67,,,,,,,,,,,,,,,,,,
90195,250,,,,,,TRAVOPROST (BAK FREE) 0.004 % OP SOLN [131322],756.6,756.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90197,250,,,,,,HYDROCODONE-ACETAMINOPHEN  7.5-325 MG/15ML PO SOLN [37848],15.5,15.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90231,250,,,,,,TETRACAINE HCL 0.5 % OP SOLN [7795],41.4,41.4,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90248,250,,,,,,BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT [854],17.5,17.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
902588,,902588,,,,,SODIUM CHLORIDE 0.9 % IV FLUSH BAG [902588],0,0,,,,,,,,,,,,,,,,,,
902685,,902685,,,,,MORPHINE 1 MG/ML IV PCA DISCRETE DOSE - NO BASAL [902685],0,0,,,,,,,,,,,,,,,,,,
90284,250,,,,,,SOD CITRATE-CITRIC ACID 490-640 MG/5ML PO SOLN [11393],15.3,15.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90285,636,A9575,,,,,GADOTERATE MEGLUMINE 10 MMOL/20ML IV SOSY [141053],423.8,423.8,0.5,0.5,,,,,,,,,,,0.5,,,,,
9029,250,,,,,,METOPROLOL TARTRATE 25 MG IMMEDIATE RELEASE TABS [37637],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
902988,,902988,,,,,MORPHINE 1 MG/ML IV PCA DISCRETE DOSE - WITH BASAL (CADD) [902988],0,0,,,,,,,,,,,,,,,,,,
903197,,903197,,,,,PATIENT SUPPLIED MEDICATION [903197],0,0,,,,,,,,,,,,,,,,,,
90326,250,,,,,,OFLOXACIN 0.3 % OT SOLN [22257],501.5,501.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90374,250,,,,,,PB-HYOSCY-ATROPINE-SCOPOLAMINE 16.2 MG/5ML PO ELIX [143896],1040.2,1040.2,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90383,250,,,,,,NYSTATIN 100000 UNIT/ML MT SUSP [5751],376.7,376.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90384,250,,,,,,CENTRUM PO LIQD [1481],25.4,25.4,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90454,250,,,,,,LUBRIDERM EX LOTN [4616],8.1,8.1,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90455,250,,,,,,DOCUSATE SODIUM 50 MG/5ML PO LIQD [36962],7.5,7.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90456,250,,,,,,SUCRALFATE 1 GM/10ML PO SUSP [11441],110.2,110.2,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90457,250,,,,,,VALPROATE SODIUM 250 MG/5ML PO SOLN [155154],30.1,30.1,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90458,250,,,,,,PHENYTOIN 125 MG/5ML PO SUSP [6255],30.5,30.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90459,250,,,,,,FERROUS SULFATE 220 (44 FE) MG/5ML PO ELIX [3069],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90460,250,,,,,,MEGESTROL ACETATE 40 MG/ML PO SUSP [10521],116.5,116.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90461,250,,,,,,MINERAL OIL PO OIL [5086],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90462,250,,,,,,CENTRUM PO LIQD [1481],6.5,6.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90463,636,J7510,,,,,PREDNISOLONE SODIUM PHOSPHATE 15 MG/5ML PO SOLN [29302],60.9,60.9,,,,,,,,,,,,,,,,,,
90464,250,,,,,,GUAIFENESIN 100 MG/5ML PO SOLN [76993],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90465,250,,,,,,SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP [22560],88.8,88.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90466,250,,,,,,CARBAMAZEPINE 100 MG/5ML PO SUSP [1356],38.5,38.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
90467,250,,,,,,PROMETHAZINE-CODEINE 6.25-10 MG/5ML PO SYRP [6627],19,19,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9061,636,J0132,,,,,ACETYLCYSTEINE 200 MG/ML IV SOLN [38303],733.2,733.2,,,,,,,,,,,,,,,,,,
9085-1,250,,,,,,DULOXETINE HCL 30 MG PO CPEP [39276],19.3,19.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9085-2,250,,,,,,DULOXETINE HCL 30 MG PO CPEP [39276],33.4,33.4,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9130,250,,,,,,FENOFIBRATE 48 MG PO TABS [40009],6.3,6.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9226,250,,,,,,FENTANYL 12 MCG/HR TD PT72 [41382],66,66,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9256,250,,,,,,PREGABALIN 75 MG PO CAPS [42164],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9258,250,,,,,,SOLIFENACIN SUCCINATE 5 MG PO TABS [40392],47.7,47.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9263-1,250,,,,,,PREGABALIN 25 MG PO CAPS [42162],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9263-2,250,,,,,,PREGABALIN 25 MG PO CAPS [42162],27.4,27.4,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9314,250,,,,,,FLUORESCEIN SODIUM 1 MG OP STRP [27663],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9319,636,J1953,,,,,LEVETIRACETAM 500 MG/5ML IV SOLN [77239],31,31,0.12,0.12,,,,,,,,,,,0.12,,,,,
9336-1,636,J8499.086,,,,,ONDANSETRON 4 MG PO TBDP [27697],72.5,72.5,,,,,,,,,,,,,,,,,,
9336-2,636,J8499.086,,,,,ONDANSETRON 4 MG PO TBDP [27697],75.2,75.2,,,,,,,,,,,,,,,,,,
9343,250,,,,,,RANOLAZINE ER 500 MG PO TB12 [70434],23.2,23.2,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9416,250,,,,,,SITAGLIPTIN PHOSPHATE 100 MG PO TABS [77661],61.6,61.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9439,250,,,,,,AMOXICILLIN 400 MG/5ML PO SUSR [25246],16,16,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9442,250,,,,,,EMTRICITABINE-TENOFOVIR DF 200-300 MG PO TABS [39255],239.5,239.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9443,636,90376,,,,,RABIES IMMUNE GLOBULIN 300 UNIT/2ML IJ SOLN [159852],3106.8,3106.8,,,,,,,,,,,,,,,,,,
9453,250,,,,,,BUDESONIDE-FORMOTEROL FUMARATE 160-4.5 MCG/ACT IN AERO [82602],965.7,965.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9454,250,,,,,,BUDESONIDE-FORMOTEROL FUMARATE 80-4.5 MCG/ACT IN AERO [82601],839.5,839.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9476,250,,,,,,RIVASTIGMINE 4.6 MG/24HR TD PT24 [102980],52.7,52.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9483,250,,,,,,KETOTIFEN FUMARATE 0.025 % OP SOLN [25471],39.7,39.7,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9512,636,J7605,,,,,ARFORMOTEROL TARTRATE 15 MCG/2ML IN NEBU [80859],69.8,69.8,,,,,,,,,,,,,,,,,,
9516,250,,,,,,LIDOCAINE-EPINEPHRINE-TETRACAINE  SOLN [900899],31,31,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
9725,250,,,,,,NEBIVOLOL HCL 5 MG PO TABS [174211],19.6,19.6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
